hs15	97010283	97325281
hs16	17103683	17472239
hs16	23754822	24134808
hs16	25610847	26056509
hs16	48082022	48418419
hs16	52295375	52705882
hs16	60244735	60627537
hs16	69398789	69822070
hs16	71374288	71639775
hs16	81218078	82387698
hs16	9762922	10184112
hs17	11442472	11813788
hs17	24977090	25281144
hs17	27843740	28228015
hs17	28364220	28644119
hs17	47062672	47591131
hs17	61729387	62237324
hs17	9094513	9420000
hs18	19523559	19789025
hs18	20895888	21186114
hs18	30327278	30663292
hs18	40535466	40898771
hs18	44824171	45241077
hs18	45603098	45975382
hs18	48120568	49311780
hs18	51040559	51406858
hs18	53862777	54216369
hs18	7557816	8396852
hs19	13178256	13478274
hs1	160306204	160604852
hs1	175096826	175400647
hs1	175104576	175400647
hs1	178867795	179122102
hs1	179719338	180037336
hs1	183970305	184426708
hs1	194461535	194844122
hs1	208568919	208916261
hs1	208923177	209374080
hs1	213862858	214663361
hs1	225244189	225572449
hs1	235272324	236063911
hs1	237858995	238139338
hs1	238321603	238705106
hs1	33752195	34404030
hs1	39319704	39725376
hs1	41748271	42156782
hs1	57236166	58488799
hs1	61320882	61694617
hs1	64012277	64381640
hs1	66030780	66612849
hs1	66031443	66612849
hs1	66230977	66612849
hs1	77520329	77798240
hs1	77520874	77798240
hs1	85967505	86394709
hs1	97315887	98159203
hs20	17155630	17413220
hs20	19141289	19651540
hs20	44956915	45250897
hs20	59260953	59945694
hs20	9024931	9409460
hs21	21292503	21833085
hs21	26174732	26465003
hs21	29831126	30234153
hs21	29847736	30234153
hs21	31412606	31853161
hs21	37918656	38210566
hs21	40306212	41140909
hs22	24468119	24757007
hs22	31238539	31732683
hs22	31999062	32646410
hs22	38770766	39061757
hs2	121811824	122123522
hs2	144420051	144806499
hs2	144420052	144768530
hs2	154436671	155018735
hs2	159883737	160181305
hs2	162189090	162550032
hs2	167468220	167824505
hs2	168518776	168812351
hs2	170742900	171219231
hs2	178196222	178461712
hs2	178202372	178495810
hs2	179098965	179380395
hs2	182715427	183095498
hs2	182740905	183095710
hs2	188865634	189168895
hs2	209997015	210307079
hs2	211948686	213111597
hs2	229930589	230287530
hs2	239634800	239987580
hs2	25453615	25750007
hs2	32435599	32697469
hs2	33025895	33478077
hs2	33213180	33478077
hs2	40192790	40510948
hs2	45732546	46268632
hs2	50000991	50428398
hs2	62786636	63127123
hs2	79593633	80729415
hs3	101034678	101316039
hs3	1109628	1420277
hs3	117011839	117647068
hs3	121028237	121295203
hs3	122109608	122621338
hs3	135996949	136461995
hs3	144466754	145049979
hs3	157321041	157739087
hs3	157343444	157739087
hs3	172264365	172660546
hs3	174089843	174341695
hs3	174598937	175483810
hs3	176059804	177006122
hs3	190831909	191097756
hs3	193342423	193608706
hs3	198253827	198509844
hs3	2117246	3074644
hs3	23219811	23607074
hs3	24134709	24511317
hs3	29297946	30007812
hs3	31677321	31998242
hs3	37468816	37836283
hs3	4510033	4864286
hs3	50687675	51396668
hs3	53504115	53821000
hs3	54131732	55083622
hs3	59710077	61212164
hs3	61522284	62254737
hs3	62359061	62836094
hs3	6877926	7758217
hs3	71087426	71715830
hs3	71329725	71715830
hs3	74394411	74653033
hs3	77171983	77779351
hs3	78729079	79151264
hs3	81621540	81893640
hs3	85858321	86200638
hs3	89239363	89532185
hs3	8997277	9266311
hs4	102163609	102487376
hs4	109954420	110443248
hs4	109964489	110443248
hs4	114190318	114524334
hs4	114593021	114902177
hs4	114595013	114902177
hs4	114597792	114902177
hs4	140856997	141294683
hs4	148872902	149213376
hs4	149219369	149582973
hs4	16112261	16509425
hs4	167891112	168392316
hs4	169654791	170086182
hs4	19864332	20229886
hs4	40510995	40911245
hs4	46728335	47123202
hs4	65872240	66218104
hs4	72271866	72656663
hs4	7245372	7795463
hs4	73365550	73653380
hs4	77575276	77923427
hs4	79198119	79684447
hs4	86615307	87142846
hs4	93444830	94912671
hs4	95898150	96295099
hs4	96308711	96689185
hs5	108111421	108551272
hs5	11024951	11957110
hs5	110587980	110848645
hs5	112385694	112658511
hs5	127621500	127901634
hs5	129268421	129550225
hs5	13745038	13997589
hs5	138310310	138561964
hs5	14196828	14562450
hs5	142130475	142588764
hs5	145949260	146238352
hs5	152850498	153171354
hs5	15553304	15992900
hs5	155686344	156117646
hs5	158058005	158459347
hs5	160648013	160907708
hs5	16715015	16989385
hs5	168025859	168660554
hs5	177597224	177950162
hs5	19508913	20017046
hs5	21786910	22889488
hs5	31834787	32146794
hs5	33563045	33927881
hs5	42459782	42757682
hs5	58300622	58918081
hs5	64480319	64813460
hs5	7449342	7883194
hs5	75734904	76039711
hs5	77333906	77626284
hs5	80292313	80557709
hs5	80751428	81082828
hs5	81303629	81586524
hs5	82409072	82685333
hs6	101953674	102623474
hs6	107580455	107887448
hs6	122834760	123089216
hs6	123579181	123999641
hs6	124166767	125188483
hs6	128331624	128883416
hs6	129245978	129879401
hs6	133604187	133894358
hs6	144654565	145215861
hs6	146392111	146800427
hs6	149110156	149439818
hs6	152170378	152466099
hs6	1569040	2190845
hs6	161689663	163068790
hs6	163068153	163656514
hs6	163068991	163656514
hs6	16407322	16869700
hs6	20642666	21339743
hs6	37895610	38230375
hs6	51588103	52060382
hs6	51693605	52060382
hs6	57290380	57621334
hs6	69402352	70156124
hs6	70633168	70978878
hs6	72653370	73169228
hs6	73388555	73962300
hs6	89376707	89730067
hs6	90692968	91063182
hs7	101246011	101713969
hs7	101246022	101713969
hs7	101247601	101680064
hs7	102899472	103417198
hs7	106630226	106991721
hs7	110090345	110989583
hs7	111153400	111633698
hs7	113842287	114118328
hs7	116380616	116651191
hs7	119700957	120177623
hs7	121745713	122313790
hs7	125865892	126670546
hs7	127079437	127519894
hs7	136724925	137182149
hs7	14153769	14847413
hs7	14182141	14847413
hs7	143779975	144164079
hs7	145444385	147749019
hs7	151462944	151764023
hs7	153215351	154316927
hs7	153380709	154316927
hs7	153633279	154316927
hs7	157024515	158073179
hs7	1821953	2239109
hs7	18502409	18841796
hs7	21549357	21907980
hs7	29200645	29520468
hs7	33135676	33612205
hs7	39012932	39470915
hs7	41967074	42243137
hs7	82225377	82630133
hs7	82287731	82630133
hs7	82831157	83116260
hs7	90176647	90677840
hs7	94374884	94763661
hs8	104582151	105334627
hs8	104900591	105334627
hs8	106400322	106885941
hs8	113304332	114458558
hs8	116489899	116750402
hs8	121619226	121893910
hs8	131133534	131483399
hs8	13116454	13416766
hs8	131861728	132123854
hs8	133210438	133562186
hs8	133948386	134216323
hs8	139669660	139995418
hs8	141737682	142080514
hs8	2782789	4839736
hs8	31616809	32720310
hs8	50987149	51867980
hs8	59880530	60194321
hs8	73612179	74013136
hs8	89118575	89408833
hs8	89150576	89408833
hs9	100090186	100511300
hs9	111442892	111753576
hs9	116943917	117204744
hs9	16399501	16860786
hs9	19505977	19776926
hs9	27938527	28709303
hs9	3814127	4142183
hs9	70510435	70813910
hs9	74326536	74641087
hs9	77695440	77998155
hs9	79525019	79836012
hs9	8304246	10602509
hsX	103697651	104898478
hsX	107285492	107568314
hsX	107569809	107827431
hsX	11071437	11593742
hsX	110904197	111212660
hsX	113724806	114050880
hsX	122145776	122452447
hsX	131587718	131923093
hsX	151086289	151370487
hsX	17303463	17664032
hsX	19463440	19815640
hsX	19463750	19727790
hsX	24621976	24925021
hsX	28515479	29884749
hsX	41264287	41667212
hsX	67179439	67570372
hsX	69665515	70045292
hsX	76647011	76928375
hsX	9393038	9647777
hsX	95826364	96611490
hsY	15145847	15464921
